id,catalog_number,additional_description
2926267,SDR4-1,"
                    Round Shank Screwdrivers have rust and corrosion resistant finish chrome vanadium steel blades and user friendly industrial design fluted plastic grips. These are special purpose tools with a variety of lengths and tip configurations designed to insert, remove, loosen and tighten screws. The round shape allows you to quickly turn the screwdriver by supporting the shank with one hand while turning the handle with the other. Typically, use a parallel sided tip (Cabinetmaker’s or Electrician’s) configuration for slotted flat head screws, and a standard slotted flared or winged tip (Mechanic’s Blade) for slotted round or oval head screws. Use Phillips tip only for Phillips head screws. Always match the appropriate screwdriver tip to the specific size and type of screw.
                "
2926263,SDP3-1,"
                    Round Shank Screwdrivers have rust and corrosion resistant finish chrome vanadium steel blades and user friendly industrial design fluted plastic grips. These are special purpose tools with a variety of lengths and tip configurations designed to insert, remove, loosen and tighten screws. The round shape allows you to quickly turn the screwdriver by supporting the shank with one hand while turning the handle with the other. Typically, use a parallel sided tip (Cabinetmaker’s or Electrician’s) configuration for slotted flat head screws, and a standard slotted flared or winged tip (Mechanic’s Blade) for slotted round or oval head screws. Use Phillips tip only for Phillips head screws. Always match the appropriate screwdriver tip to the specific size and type of screw.
                "
2926279,SDS8-1,"
                    Square Shank Screwdrivers have rust and corrosion resistant finish chrome vanadium steel blades and user friendly industrial design fluted plastic grips. These are special purpose tools with a variety of lengths and tip configurations designed to insert, remove, loosen and tighten screws which require a greater amount of torque. The square shape allows you to quickly and conveniently apply an adjustable, or other style, wrench to the shank of the screwdriver for additional torque. Always match the appropriate screwdriver tip to the specific size and type of screw.
                "
2926295,1 B 68 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2926275,SDS12-1,"
                    Square Shank Screwdrivers have rust and corrosion resistant finish chrome vanadium steel blades and user friendly industrial design fluted plastic grips. These are special purpose tools with a variety of lengths and tip configurations designed to insert, remove, loosen and tighten screws which require a greater amount of torque. The square shape allows you to quickly and conveniently apply an adjustable, or other style, wrench to the shank of the screwdriver for additional torque. Always match the appropriate screwdriver tip to the specific size and type of screw.
                "
2926271,SDR7K-1,"
                    This tool set includes 7 screwdrivers, which come in a pouch for storage. The screwdrivers included are 2 electrical screwdrivers, 3 phillips screwdrivers, and 2 mechanics screwdrivers. All drivers meet or exceed ANSI/ASME standards and specifications for hardness and torque. They have ergonomically and accurately sized cellulose acetate handles, have serrated faces to resist slipping, and bright zinc plated to resist corrosion.
                "
2926299,1 C 120 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2926407,2 B 86 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2926411,2 3V 530 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2926419,3 B 40 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2926431,3 C 50 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
