id;catalog_number;description;add_descr;img_url;attributes
286702;MDMV0010;MDMV0010 MDM VOLTPNLGRN;"<h5>Description</h5><p>The MDMV is a small panel or printed circuit board mount digital voltmeter. With advantages of accuracy, size, and ease of installation, it is an ideal replacement for analog meters. The unit has a 3&#189;-digit LCD display with 0.4' (10.2 mm) high digits. The display is negative image transmissive (illuminated digits, dark background) with yellow/green backlighting.</p>&#13;<p>The integrated circuit is bonded directly to the printed circuit board and is mechanically protected. Internal electrical interface connections use elastomeric connectors to provide a corrosion resistant connection. This reliable construction also reduces the space requirements.</p>&#13;<p>The MDMV module is designed to operate from a +5 VDC supply. The module measures input voltages from 0 to &#177;199.9 mV DC relative to the supply common.</p>&#13;<p>Auto-zeroing is provided by the module, therefore no zero adjustment is required. If the input signal exceeds the input range, the unit display will indicate an overrange condition.</p>&#13;<p>The module has three selectable decimal point positions and five selectable annunciators (BAT, V, A, m, &#181;). The BAT (Battery) annunciator is used to indicate a low battery condition, while the others are used to indicate Volts and Amperes.</p><h5>Specifications</h5><div><ul><li>Digital Display Voltmeter</li>\n<li>3 1/2 Digit, 0.4"" (10 mm) LCD</li>\n<li>Yellow/Green LED Backlighting</li>\n<li>+ / - 199.9 mV DC</li>\n<li>0.1% Accuracy</li>\n<li>5 VDC Powered</li>\n<li>Panel Mount Version</li>\n<li>5 Selectable Annunciators</li>\n<li>Selectable Decimal Points</li>\n<li>Polarity Indication (-)</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>HWK70000</th>          \n          <td>MDM Cable Assembly for MDMU &amp; MDMV</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>HWK30000</th>          \n          <td>Panel Bezel Kit without PC Board &amp; Cable for SCUB2</td>    </tr>\n  <tr>\n      \n          <th>HWK40000</th>          \n          <td>SCUB2 Panel Bezel Kit with PC Board &amp; Cable</td>    </tr>\n    <tr>\n      \n          <th>DMOSCB02</th>          \n          <td>SubCub Mounting P.C. Board</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6702/Mdmv-200.GIF;nan
286715;PAXCDL10;PAXCDL10 PAX LINEAR OUTPUT CARD;nan;product_images/28/6715/paxcdc50-200.gif;nan
286719;PSAFP100;PSAFP100 SML FLAT PACK PROX SENSOR;nan;product_images/28/6719/PSAC-200.GIF;nan
286724;CUB7P020;CUB7P020 CUB7 8D CNTRCONTACTRED;nan;product_images/28/6724/cub7t-red.gif;nan
286728;CUB4L010;CUB4L010 CUB 4L BACKLIGHT GRN;"<h5>Description</h5><p>The CUB4 offers a large display in a miniature package. The CUB4L is a 6-digit (0.48 inch high) counter with a green backlight.</p>&#13;<p>The backlight versions require power from an external 9&#150;28 VDC supply. The optional power supply (MLPS1000) is designed to be attached directly to the rear of the CUB4 and is powered from an 85&#150;250 VAC source. The power supply provides 12 VDC @ 400 mA to power the backlight and sensor, if required.</p>&#13;<p>The CUB4 series has a lightweight, high impact plastic case with a clear viewing window. The sealed front panel with the silicone rubber reset button meets NEMA 4X/IP65 specifications for wash-down and/or dusty environments, when properly installed.</p><h5>Specifications</h5><div><ul><li>39 mm x 75 mm</li>\n<li>6 Digit, 0.48"" (12.2 mm) LCD</li>\n<li>Yellow/Green LED Backlighting</li>\n<li>3 V Lithium Battery (9 - 28 VDC Required for Backlit Models)</li>\n<li>Front Panel, Remote Reset</li>\n<li>5 KHz</li>\n<li>NEMA 4X/IP65</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC80000</th>          \n          <td>ENC8 Steel NEMA 4 Enclosure for CUB4, CUB5 and DT8</td>    </tr>\n  <tr>\n      \n          <th>ENC8A000</th>          \n          <td>ENC8A Plastic NEMA 4X Enclosure for CUB4, CUB5 and DT8</td>    </tr>\n  <tr>\n      \n          <th>ENC8B000</th>          \n          <td>ENC8B Plastic NEMA 4X Enclosure  CUB4, CUB5 and DT8 use with MLPS</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK60000</th>          \n          <td>BMK6 Open Base Mount Kit for CUB4, CUB5 &amp; DT8</td>    </tr>\n  <tr>\n      \n          <th>PMK6A000</th>          \n          <td>PMK6A Panel Mount Adapter Kit (1/8 DIN to CUB5)</td>    </tr>\n  <tr>\n      \n          <th>PMK7A000</th>          \n          <td>PMK7A Panel Mount Adapter Kit (1/4 DIN to DT8 CUB4 CUB5)</td>    </tr>\n    <tr>\n      \n          <th>MLPS1000</th>          \n          <td>MLPS1 12 VOC Micro Line Sensor Power Supply, 85250 VAC</td>    </tr>\n  <tr>\n      \n          <th>MLPS2000</th>          \n          <td>MLPS2 24 VDC Micro Line Power Supply, 85250 VAC</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6728/cub-6dig-lcd-200.gif;nan
286745;TMPA2S01;TMPA2S01 RTD PROBE 400 DEG;"<h5>Description</h5><p>Model TMP Thermocouple and RTD Temperature Probes are field cuttable to the desired length. The probes can be trimmed to within 3.5' (88.9 mm) of the probe tip allowing for greater application flexibility. Accessory hardware is available to wire and mount the probes in the users existing thermowell.</p>&#13;<p>Optional spring loaded fittings (sold separately) slide along the probe sheath to proper immersion depth as determined by the user. These fittings allow for strong contact between the probe and the thermowell to improve response. The spring loaded fittings are adjustable and reusable.</p><h5>Specifications</h5><div><ul><li>RTD Sensor, Type 385</li>\n<li>-328° to 500°F (-200° to 260° C)</li>\n<li>Field Cuttable Temperature Probe can be cut from 24"" to 3.5""</li>\n<li>Neoflon PFA Wire Insulation</li>\n</ul></div>";product_images/28/6745/TLA-200.GIF;nan
286754;PSA8B000;PSA8B000 3-WIRE PROX SENSOR 30mm;nan;product_images/28/6754/default_286754.jpg;nan
286783;PAXLID00;PAXLID00 PAX LITE CURRENT DC;"<h5>Description</h5><p>PAX Lite Current Meter is a premium quality instrument designed for tough industrial applications. With multi-range capability, built-in provision for scaling, and DIP switch selectable decimal points, this meter offers the ultimate in application flexibility. The meter can provide direct readout from pressure, speed or flow transducers, or any other variable that can be translated to current. The built-in scaling allows the display to be scaled to the desired engineering unit.</p>&#13;<p>The 3 &#189; -digit bi-polar display (minus sign displayed when current is negative) features a 0.56' high, 7-segment LEDs for easy reading. The meter is also available with custom units label capability. Using the PAX label kit (PAXLBK30), the selected label is installed behind the panel, keeping it safe from washdown or other environmental conditions. A DIP switch is used to control the backlight for the units label. The meters have a NEMA 4X/IP65 sealed bezel and extensive testing of noise effects to CE requirements, allowing the meter to provide a tough yet reliable application solution.</p><h5>Specifications</h5><div><ul><li>DC Current Meter</li>\n<li>Selectable DC current ranges:\n	+/- 199.9uA/199.9mV, +/- 1.999mA,\n	+/- 19.99mA, +/- 199.9mA, +/- 1.999 A*                                      *Accessory shunts available for higher current ranges</li>\n<li>3 1/2 Digit, 0.56"" (14.2 mm) LED w/Polarity</li>\n<li>1/8 DIN (50 mm x 97 mm)</li>\n<li>Built-in Scaling Provisions</li>\n<li>Selectable Decimal Point Location</li>\n<li>Auto Zeroing Circuits</li>\n<li>Over-Range Indication</li>\n<li>NEMA 4X/IP65 Sealed Front Bezel</li>\n<li>Optional Custom Units Overlay w/Backlight</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC5A000</th>          \n          <td>ENC5A Steel NEMA 4/IP65 Enclosure for PAX</td>    </tr>\n  <tr>\n      \n          <th>ENC5B000</th>          \n          <td>ENC5B NEMA 4X/IP65 Plastic Enclosure for 1 PAX meter</td>    </tr>\n  <tr>\n      \n          <th>ENC5C000</th>          \n          <td>ENC5C NEMA 4X/IP65 Plastic Enclosure for 2 PAX meters</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK40000</th>          \n          <td>BMK4 Base Mount Kit for Apollo, Gemini, PAX, TCU, PCU, TSC, PSC and PXU</td>    </tr>\n  <tr>\n      \n          <th>BMK90000</th>          \n          <td>BMK9 DIN Rail PAX Base Mount Kit</td>    </tr>\n  <tr>\n      \n          <th>PMK4B000</th>          \n          <td>PMK4B Apollo, IM, PAX, TCU, PCU, TSC, PSC and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK50000</th>          \n          <td>PMK5 Panel Mount Adapter Kit (1/4 DIN  to 1/8 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK80000</th>          \n          <td>PMK8 Panel Mount Adapter Kit (Gemini to PAX)</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6783/PAXLIA_PAXLID-200.GIF;nan
286806;P1610000;P1610000 P-CNTLAC01R;"<h5>Description</h5><p>The P1610000 accepts either a 0 to 10 VDC or 0/4 to 20 mA DC input signal. The controller can provide an accurate output control signal (time proportional) to maintain a process at a setpoint value. Dual 4-digit displays allow viewing of the process and setpoint simultaneously. Front panel indicators inform the operator of the controller and output status. The comprehensive programming allows these controllers to meet a wide variety of application requirements.</p>&#13;<p>The controller operates in the PID Control Mode for both heating and cooling, with on-demand auto-tune, that establishes the tuning constants. The PID tuning constants may be fine-tuned through the front panel and then locked out from further modification. The controller employs a unique overshoot suppression feature, that allows the quickest response without excessive overshoot. Switching to Manual Mode provides the operator direct control of the output. The controller may also be programmed to operate in On/Off mode with adjustable hysteresis.</p>&#13;<p>The controller is constructed of a lightweight, high impact, black plastic textured case and bezel with a clear display window. The front panel meets NEMA 4X/IP65 specifications when properly installed. In applications that do not require protection to NEMA 4X, multiple controllers can be stacked horizontally or vertically. Modern surface-mount technology, extensive testing, plus high immunity to noise interference makes the controller extremely reliable in industrial environments.</p><h5>Specifications</h5><div><ul><li>PID Control with Reduced Overshoot</li>\n<li>Accepts 0-10V and 0/4-20mA Signals</li>\n<li>85 to 250VAC Power Input</li>\n<li>On Demand Auto-Tuning of PID Settings</li>\n<li>PC or Front Panel Programming</li>\n<li>Relay Output</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC11000</th>          \n          <td>ENC11 NEMA 4/IP65 1/16 DIN Enclosure</td>    </tr>\n  <tr>\n      \n          <th>ENC11A00</th>          \n          <td>ENC11A NEMA 4X/IP65 Enclosure for one 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC11B00</th>          \n          <td>ENC11B NEMA 4X/IP65 Enclosure for two 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC30000</th>          \n          <td>ENC3 Legend/Libra/C48/P48/P16/T16/T48/PXV Enclosure NEMA 1</td>    </tr>\n    <tr>\n      \n          <th>BMK30000</th>          \n          <td>BMK3 Base Mount Kit for Legend Libra, T16, P16, T48, P48, C48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMK3C000</th>          \n          <td>PMK3C C48, T48, P16, T16 and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK60000</th>          \n          <td>PMK6 Panel Mount Adapter Kit (1/8 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK70000</th>          \n          <td>PMK7 Panel Mount Adapter Kit (1/4 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMKCC100</th>          \n          <td>PMKCC1 50 x 50 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC200</th>          \n          <td>PMKCC2 72 x 72 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC300</th>          \n          <td>PMKCC3 60 x 75 mm Panel Mount 2 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PNL3F000</th>          \n          <td>PNL3F Panel for 1/16 DIN Units</td>    </tr>\n  <tr>\n      \n          <th>PNL3G000</th>          \n          <td>PNL3G Panel for 1/16 DIN Units with Keylock</td>    </tr>\n    <tr>\n      \n          <th>TP16KIT1</th>          \n          <td>Programming Kit with Programming Cable Software &amp; 115 VAC Power Supply</td>    </tr>\n  <tr>\n      \n          <th>TP16KIT2</th>          \n          <td>Programming Kit (Programming Cable &amp; Software) without Power Supply</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6806/p16.GIF;nan
286828;PAXLIA00;PAXLIA00 PAX LITE CURRENT AC;"<h5>Description</h5><p>PAX Lite Current Meter is a premium quality instrument designed for tough industrial applications. With multi-range capability, built-in provision for scaling, and DIP switch selectable decimal points, this meter offers the ultimate in application flexibility. The meter can provide direct readout from pressure, speed or flow transducers, or any other variable that can be translated to current. The built-in scaling allows the display to be scaled to the desired engineering unit.</p>&#13;<p>The 3 &#189; -digit bi-polar display (minus sign displayed when current is negative) features a 0.56' high, 7-segment LEDs for easy reading. The meter is also available with custom units label capability. Using the PAX label kit (PAXLBK30), the selected label is installed behind the panel, keeping it safe from washdown or other environmental conditions. A DIP switch is used to control the backlight for the units label. The meters have a NEMA 4X/IP65 sealed bezel and extensive testing of noise effects to CE requirements, allowing the meter to provide a tough yet reliable application solution.</p><h5>Specifications</h5><div><ul><li>AC Current Meter</li>\n<li>Selectable AC current ranges:\n	0 to 199.9uA/199.9mV, 0 to 1.999mA,\n	0 to 19.99mA, 0 to 199.9mA, 0 to 1.999A*\n	*Accessory shunts available for higher current ranges</li>\n<li>3 1/2 Digit, 0.56"" (14.2 mm) LED w/Polarity</li>\n<li>1/8 DIN (50 mm x 97 mm)</li>\n<li>Built-in Scaling Provisions</li>\n<li>Selectable Decimal Point Location</li>\n<li>Auto Zeroing Circuits</li>\n<li>Over-Range Indication</li>\n<li>NEMA 4X/IP65 Sealed Front Bezel</li>\n<li>Optional Custom Units Overlay w/Backlight</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC5A000</th>          \n          <td>ENC5A Steel NEMA 4/IP65 Enclosure for PAX</td>    </tr>\n  <tr>\n      \n          <th>ENC5B000</th>          \n          <td>ENC5B NEMA 4X/IP65 Plastic Enclosure for 1 PAX meter</td>    </tr>\n  <tr>\n      \n          <th>ENC5C000</th>          \n          <td>ENC5C NEMA 4X/IP65 Plastic Enclosure for 2 PAX meters</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK40000</th>          \n          <td>BMK4 Base Mount Kit for Apollo, Gemini, PAX, TCU, PCU, TSC, PSC and PXU</td>    </tr>\n  <tr>\n      \n          <th>BMK90000</th>          \n          <td>BMK9 DIN Rail PAX Base Mount Kit</td>    </tr>\n  <tr>\n      \n          <th>PMK4B000</th>          \n          <td>PMK4B Apollo, IM, PAX, TCU, PCU, TSC, PSC and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK50000</th>          \n          <td>PMK5 Panel Mount Adapter Kit (1/4 DIN  to 1/8 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK80000</th>          \n          <td>PMK8 Panel Mount Adapter Kit (Gemini to PAX)</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6828/PAXLHV-200.GIF;nan
