additional_description,description,ids,item_code,ordering_number
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Nylon Covered Stainless Cable</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54552 RS125SJ16/400NCS FSTNRS,157528,54552,RS125SJ16/400NCS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >24 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54542 RS125SJ24/600SS FSTNRS,157519,54542,RS125SJ24/600SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >60 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54546 RS125SJ60SS FASTENERS,157523,54546,RS125SJ60SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >36 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54544 RS125SJ36/900SS FASTENERS,157521,54544,RS125SJ36/900SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS187</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/16-1/4 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >4 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >200 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >60 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54586 RS187J60SP FASTENERS,157538,54586,RS187J60SP
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >20 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54541 RS125SJ20/500SS FSTNRS,157518,54541,RS125SJ20/500SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >14 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54538 RS125SJ14SS FASTENERS,157515,54538,RS125SJ14SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54545 RS125SJ48SS FASTENERS,157522,54545,RS125SJ48SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54540 RS125SJ18/450SS FSTNRS,157517,54540,RS125SJ18/450SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >60 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54535 RS125J60SP FASTENERS,157512,54535,RS125J60SP
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Stainless Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >12 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless (Type 316)</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54537 RS125SJ12/300SS FASTENERS,157514,54537,RS125SJ12/300SS
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54536 RS125J42SP FASTENERS,157513,54536,RS125J42SP
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54534 RS125J48SP FASTENERS,157511,54534,RS125J48SP
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54532 RS125J30/750SP FASTENERS,157509,54532,RS125J30/750SP
<table> <tr> <td > <span >Size</span> </td> <td> <span >RS125</span> </td> </tr><tr> <td > <span >Hinge Pin</span> </td> <td> <span >Yes</span> </td> </tr><tr> <td > <span >Hinge Pin Diameter</span> </td> <td> <span > ''</span> </td> </tr><tr> <td > <span >Hinge Pin Material</span> </td> <td> <span >Steel Spring Wire</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Light Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >4 Sets Per Box</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Alligator<sup>®</sup> Staple System</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >1/8-3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >3 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >160 PIW</span> </td> </tr><tr> <td > <span >Belt Width</span> </td> <td> <span >20 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Alligator</span> </td></tr></table>,Flexco 54530 RS125J20/500SP FASTENERS,157507,54530,RS125J20/500SP
