image,ids,catalog_number,additional_description,description
http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,2985459,5VX800MS,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>",Carlisle 5VX800MS Power-Wedge Cog-Belt
http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,2984521,B27MS,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle B27MS Super II V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23000/Carlisle-variable-speed-belt.gif,2023000,1422V480,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>",Carlisle 1422V480 Variable Speed
http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,2985001,CP151MS,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",Carlisle CP151MS Super Blue Ribbon V-Belt
http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,2985096,CP80MS,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",Carlisle CP80MS Super Blue Ribbon V-Belt
http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,2985429,3VX900MS,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>",Carlisle 3VX900MS Power-Wedge Cog-Belt
http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,2984841,BP116MS,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",Carlisle BP116MS Super Blue Ribbon V-Belt
http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,2986175,8MXT-2400-36,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>",Carlisle 8MXT-2400-36 Panther XT Synchronous Belt
http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,2985177,EP376,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",Carlisle EP376 Super Blue Ribbon V-Belt
https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17434/carlisle_vbelt.jpg,2017434,B112,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",Carlisle B112 Super Ii V-Belt
