id,catalog_number,description,specifications
1695567,6341-1606,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt or as chute lining</li></ul>
        </div>",Gauge:1/2 in 12.70 mm|Width:6 in 152.40 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:89 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %
1695551,6341-0812,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt or as chute lining</li></ul>
        </div>",Gauge:1/4 in 6.35 mm|Width:12 in 304.80 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:97 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %
1695544,6341-0803,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt or as chute lining</li></ul>
        </div>",Gauge:1/4 in 6.35 mm|Width:3 in 76.20 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:24 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %
1695539,6340-1605,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:1/2 in 12.70 mm|Width:5 in 127.00 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:75 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695536,6340-1206,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:3/8 in 9.53 mm|Width:6 in 152.40 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:73 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695540,6340-1606,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:1/2 in 12.70 mm|Width:6 in 152.40 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:97 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695535,6340-1205,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:3/8 in 9.53 mm|Width:5 in 127.00 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:58 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695542,6340-1610,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:1/2 in 12.70 mm|Width:10 in 254.00 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:150 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695537,6340-1208,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:3/8 in 9.53 mm|Width:8 in 203.20 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:82 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
1695534,6340-1204,"<div class=""plp-item-description"" itemprop=""description"">
            <ul><li>Abrasion and Weather Resistant</li><li>55-60 Durometer</li><li>1,000 PSI Tensile Strength, 300 % Elongation</li><li>Cut Widths (Not Extruded)</li><li>Use with conveyor belt for fine material</li><li>Temperature Range: -20 ºF (-29 ºC) to +180 ºF (+83 ºC)</li></ul>
        </div>","Gauge:3/8 in 9.53 mm|Width:4 in 101.60 mm|Roll Length:50 ft 15.24 m|Weight 50 Feet Roll Length:46 lb|Hardness:55 to 60 duro|Temperature Range:-20 to +180 ºF -29 to +83 ºC|Tensile Strength:1000 psi|Elongation:300 %|Applications:For use on conveyors, snow plow blades & chute lining. "
2015695,CS400SS,"<div class=""plp-item-description"" itemprop=""description"">
            Applications include - water, oil or gas and steam where protection from foreign matter is required in a pipeline. For water, oil and gas applications, the strainer is normally inserted into a sight glass.
        </div>",Size:4.00 in 101.60 mm|Material:304 Stainless Steel |Gasket Material:Nitrile Compound |Shape:Cone |Applications:Gas  Oil  Steam  Water 
2015690,DA4040ATC,"<div class=""plp-item-description"" itemprop=""description"">
            For offloading through the API adapter and coupler.<br><br>Used in the process of unloading in order to connect the 4"" API adapter to the 3"" or 4"" hose connection. Used primarily in gravity flow applications. Mates with 4"" API RP-1004 tank truck adapters. Adapter comes with aluminum body and nitrile gasket. Angled down for better drainage.
        </div>",API Coupler Size:4 in|Adapter Size:4 in|Material:Aluminum |Maximum Working Pressure:100 psi|Gasket Material:Nitrile Butadiene Rubber (NBR) |Mates with:4 Inch (in) API RP-1004 tank truck adapters |Markets Served:Petroleum (Including Fracking) |Industry Standards:ASTM B85 Grade 383 
2015694,CS300SS,"<div class=""plp-item-description"" itemprop=""description"">
            Applications include - water, oil or gas and steam where protection from foreign matter is required in a pipeline. For water, oil and gas applications, the strainer is normally inserted into a sight glass.
        </div>",Size:3.00 in 76.20 mm|Material:304 Stainless Steel |Gasket Material:Nitrile Compound |Shape:Cone |Applications:Gas  Oil  Steam  Water 
2015689,DA4030ATC,"<div class=""plp-item-description"" itemprop=""description"">
            For offloading through the API adapter and coupler.<br><br>Used in the process of unloading in order to connect the 4"" API adapter to the 3"" or 4"" hose connection. Used primarily in gravity flow applications. Mates with 4"" API RP-1004 tank truck adapters. Adapter comes with aluminum body and nitrile gasket. Angled down for better drainage.
        </div>",API Coupler Size:4 in|Adapter Size:3 in|Material:Aluminum |Maximum Working Pressure:100 psi|Gasket Material:Nitrile Butadiene Rubber (NBR) |Mates with:4 Inch (in) API RP-1004 tank truck adapters |Markets Served:Petroleum (Including Fracking) |Industry Standards:ASTM B85 Grade 383 
2015692,DD4040ATC,"<div class=""plp-item-description"" itemprop=""description"">
            For offloading through the API adapter and coupler.<br><br>This gravity drop coupler is designed to use gravity for quick and complete off-loading. Mates with all API RP-1004 bottom loading adapters. This coupler has an aluminum body and nitrile gaskets. Angled down for better drainage.
        </div>",API Coupler Size:4 in|Coupler Size:4 in|Material:Aluminum |Maximum Working Pressure:100 psi|Gasket Material:Nitrile Butadiene Rubber (NBR) |Mates with:All API RP-1004 bottom loading adapters |Markets Served:Petroleum (Including Fracking) |Industry Standards:ASTM B85 Grade 383 
2015696,SGT400,"<div class=""plp-item-description"" itemprop=""description"">
            Sight Glasses enable the water hauler and pumper to view, at any time, what is streaming through the storage tank drain lines.
        </div>",Size:4.00 in 101.60 mm|Material:Polycarbonate |Thread Type:NPT (National Pipe Thread) |Temperature Range:-76 to 185 ºF|Working Pressure:Up to 500 psi
2015687,807S80P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:8 in|Sleeve Inside Diameter:8-7/16 in|Sleeve Material:Plated Steel 
2015678,413S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-13/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695532,610S60P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:6 in|Sleeve Inside Diameter:6-10/16 in|Wall Thickness:0.12 in 3.05 mm|Sleeve Material:Plated Steel 
2015686,706S60P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:6 in|Sleeve Inside Diameter:7-6/16 in|Wall Thickness:0.12 in 3.05 mm|Sleeve Material:Plated Steel 
1695090,411S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-11/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015679,414S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-14/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015684,614S60P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:6 in|Sleeve Inside Diameter:6-14/16 in|Wall Thickness:0.12 in 3.05 mm|Sleeve Material:Plated Steel 
2015691,DC400ATC,"<div class=""plp-item-description"" itemprop=""description"">
            For offloading through the API adapter and coupler.<br><br>Used to protect the face of poppet side of the API adapter. Comes with a nitrile gasket. Suitable for all API valves that meet API RP-1004 specs.
        </div>",Size:4 in|Material:Aluminum |Maximum Working Pressure:100 psi|Gasket Material:Nitrile Butadiene Rubber (NBR) |Markets Served:Petroleum (Including Fracking) |Industry Standards:API RP-1004 
2015677,412S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-12/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695595,702S60P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:6 in|Sleeve Inside Diameter:7-2/16 in|Wall Thickness:0.12 in 3.05 mm|Sleeve Material:Plated Steel 
2015680,415S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-15/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015681,500S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:5 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695088,410S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-10/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015688,808S80P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:8 in|Sleeve Inside Diameter:8-8/16 in|Sleeve Material:Plated Steel 
1695531,610S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:6-10/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015673,400S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:4 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015669,312S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-12/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695073,409S40P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:4 in|Sleeve Inside Diameter:4-9/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695064,309S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-9/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
1695066,310S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-10/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015662,305S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-5/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015670,313S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-13/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015672,315S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-15/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015668,311S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-11/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015664,308S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-8/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015661,304S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-4/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015658,300S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015660,303S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-3/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015671,314S30P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:3 in|Sleeve Inside Diameter:3-14/16 in|Wall Thickness:0.09 in 2.29 mm|Sleeve Material:Plated Steel 
2015656,214S20P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2 in|Sleeve Inside Diameter:2-14/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015663,307S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-7/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015657,215S20P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2 in|Sleeve Inside Diameter:2-15/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015654,212S20P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2 in|Sleeve Inside Diameter:2-12/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015659,302S25P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2-1/2 in|Sleeve Inside Diameter:3-2/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015655,213S20P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2 in|Sleeve Inside Diameter:2-13/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
2015653,211S20P,"<div class=""plp-item-description"" itemprop=""description"">
            
        </div>",Hose Inside Diameter:2 in|Sleeve Inside Diameter:2-11/16 in|Wall Thickness:0.06 in 1.52 mm|Sleeve Material:Plated Steel 
