id,catalog_number,description,main_image
112975,RGF36,DIXON RGF36 1 316 SS GJ BOSS F CPLGS L/C,
112974,RGF26,DIXON RGF26 3/4 316 SS GJ BOSS F CPLGS L/C,
112963,RFST80,"DIXON RFST80 8\ 316SS FLANGED COMBO NIPPLE""",
112962,RFST60,"DIXON RFST60 6\ 316SS FLANGED COMBO NIPPLE""",
112961,RFST40,"DIXON RFST40 4\ 316SS FLANGED COMBO NIPPLE""",
112960,RFST35,"DIXON RFST35 3\ 316SS FLANGED COMBO NIPPL""",
112959,RFST25,"DIXON RFST25 2\ 316SS FLANGED COMBO NIPPLE""",
112958,RFST20,"DIXON RFST20 1 1/2\ 316SS FLANGED COMBO NIPPLE""",
112957,RFST120,"DIXON RFST120 12\ FLANGED KING COMBO NIPPLE""",
112956,RFST100,"DIXON RFST100 10\ SS FLANGE ASSY""",
112921,RE400NO,"DIXON RE400NO 4\ NOTCHED C&G ADPT""",
112919,RE300NO,"DIXON RE300NO 3\ NOTCHED C&G ADPT""",
112916,RE200PF,"DIXON RE200PF 2\ BOSSLOCK WITH PHONO FINISH SHANK""",
112915,RE200NO,"DIXON RE200NO 2\ NOTCHED BOSS LOCK""",
112911,RE150NO,"DIXON RE150NO 1 1/2\ NOTCHED CAM & GROOVE ADPT""",
112910,RE100-1770,DIXON RE100-1770 RE100C W/GAS1770 ATTACHED,
112909,RE100-1620,DIXON RE100-1620 RE100C W/GAS1620 ATTACHED,
112908,RE075-1370,DIXON RE075-1370 RE075C W/GAS1370,
112882,RDL600EZ,"DIXON RDL600EZ 6\ FLANGED SS EZ CPLR""",
112881,RDL400EZ,"DIXON RDL400EZ 4\ FLANGED SS EZ CPLR""",
112880,RDL300EZ,"DIXON RDL300EZ 3\ FLANGED SS EZ CPLR""",
112879,RDL200EZ,"DIXON RDL200EZ 2\ FLANGED SS EZ CPLR""",
112878,RDL150EZ,"DIXON RDL150EZ 1 1/2\ FLANGED SS EZ CPLR""",
112877,RDL100EZ,"DIXON RDL100EZ 1\ FLANGED SS EZ CPLR""",
112874,RDD3040EZ,"DIXON RDD3040EZ 3\ X 4\"" EZ BOSSLOCK SPOOL CPLR SS""",
112872,RDD2030EZ,"DIXON RDD2030EZ 2\ X 3\"" EZ BOSSLOCK SPOOL CPLR SS""",
112869,RDA6040EZ,"DIXON RDA6040EZ SS 6\ EZ CPLR X 4\"" ADPT""",
112868,RDA4030EZ,"DIXON RDA4030EZ EZ BOSSLOCK 4\ CPLR X 3\"" ADPT""",
112867,RDA4030BL,"DIXON RDA4030BL BOSS-LOCK 4\ CPLR X 3\"" ADPT""",
112866,RDA4020EZ,"DIXON RDA4020EZ 4\ X 2\"" EZ BOSSLOCK CPLR X ADAPT""",
112865,RDA4020BL,"DIXON RDA4020BL 4\ BOSSLOCK CPLR X 2\"" ADPT SS""",
112864,RDA3040EZ,"DIXON RDA3040EZ 3\ X 4\"" EZ BOSSLOCK CPLR X ADAPT SS""",
112863,RDA3040BL,"DIXON RDA3040BL 3\ BOSSLOCK CPLR X 4\"" ADPT SS""",
112862,RDA3020EZ,DIXON RDA3020EZ EZ BOSS LOCK 3 CPLR X 2 ADPT SS,
112861,RDA3020BL,"DIXON RDA3020BL BOSS-LOCK 3\ CPLR X 2\"" ADPT""",
112860,RDA2030EZ,DIXON RDA2030EZ 2 EZ BOSSLOCK CPLR X 3 ADPT SS,
112859,RDA2030BL,"DIXON RDA2030BL BOSS-LOCK 2\ CPLR X 3\"" ADPT""",
112858,RD600EZ,"DIXON RD600EZ 6\ SS EZ CPLR X FNPT""",
112857,RD400EZ,"DIXON RD400EZ 4\ SS EZ CPLR X F NPT""",
112855,RD300EZ,"DIXON RD300EZ 3\ SS EZ CPLR X F NPT""",
112851,RD200EZ,"DIXON RD200EZ 2\ SS EZ CPLR X F NPT""",
112845,RD150EZ,"DIXON RD150EZ 1 1/2\ SS EZ CPLR X F NPT""",
112843,RD125EZ,"DIXON RD125EZ 1 1/4\ SS EZ CPLR X FEM NPT""",
112841,RD100EZ,"DIXON RD100EZ 1\ SS EZ CPLR""",
112839,RD075EZ,"DIXON RD075EZ 3/4\ SS EZ CPLR""",
112837,RD050EZ,"DIXON RD050EZ 3/4\ SS EZ CPLR X 1/2 F NPT""",
112829,RC400BLNO,"DIXON RC400BLNO 4\ NOTCHED BOSSLOCK COUPLING""",
112826,RC300EZPF,"DIXON RC300EZPF 3\ SS EZ CPLR X PF HOSE SHANK""",
112821,RC300BL,"DIXON RC300BL 3\ BOSS LOCK ONLY""",
112818,RC200EZPF,"DIXON RC200EZPF 2\ SS EZ CPLR X PF HOSE SHANK""",
112814,RC200BLNO,"DIXON RC200BLNO 2\ NOTCHED BOSSLOCK COUPLER SS""",
112804,RC125BL,DIXON RC125BL RC125 W/BOSS-LOCK HANDLES,
112803,RC100EZ-70,DIXON RC100EZ-70 RC100CEZ WITH GAS1770 ATTACHED,
112802,RC100EZ-20,DIXON RC100EZ-20 RC100CEZ WITH GAS1620 ATTACHED,
112799,RC100BL,DIXON RC100BL 1 SS CPLR X HOSE SHANK BOSS-LOCK,
112798,RC075EZ-70,"DIXON RC075EZ-70 3/4\SS BOSSLOCK CPLR X HOSE SHANK""",
112796,RC075BL,"DIXON RC075BL 3/4\ SS CPLR X HOSE SHANK BOSS-LOCK""",
112794,RC050BL,"DIXON RC050BL 3/4\ SS CPLR X 1/2\"" HOSE SHANK BL""",
112786,RB600EZ,"DIXON RB600EZ 6\ SS EZ CPLR X MNPT""",
112784,RB400EZ,"DIXON RB400EZ 4\ SS EZ CPLR X M NPT""",
112781,RB300EZ,"DIXON RB300EZ 3\ SS EZ CPLR X M NPT""",
112779,RB3-02RG,"DIXON RB3-02RG 1/4\MINI WATER REGULATOR WITH GAUGE""",
112778,RB3-02R,"DIXON RB3-02R 1/4\MINI WATER REGULATOR W/O GAUGE""",
112770,RB200EZ,"DIXON RB200EZ 2\ SS EZ CPLR X M NPT""",
112764,RB150EZ,"DIXON RB150EZ 1 1/2\ SS EZ CPLR X M NPT""",
112760,RB125EZ,"DIXON RB125EZ 1 1/4\ SS EZ CPLR X MALE NPT""",
112756,RB100EZ,"DIXON RB100EZ 1\ SS EZ CPLR""",
112754,RB075EZ,"DIXON RB075EZ 3/4\ SS EZ CPLR""",
112752,RB050EZ,"DIXON RB050EZ 3/4\ SS EZ CPLR X 1/2 M NPT""",
112713,R96P3LJR15,"DIXON R96P3LJR15 6\ SS FLOATING FLANGE ASSEMBLY""",
112711,R96P2LJR15,"DIXON R96P2LJR15 6\ SS FLOATING FLANGE ASSEMBLY""",
112709,R96P1LJR15,"DIXON R96P1LJR15 6\ SS FLOATING FLANGE ASSEMBLY""",
112708,R91-221RG,DIXON R91-221RG 1/4 MINI WATER REGULATOR W/GAUGE,
112706,R8P2SS,"DIXON R8P2SS 1/2\ HOLEDALL MALE SS COUPLING""",
112700,R75CS,DIXON R75CS 3/4 SERRATED FERRULE FOR 520 CPLG,
112699,R75BS,"DIXON R75BS 3/4\ SERRATED FERRULE FOR 520 CPLG""",
112698,R75AS,"DIXON R75AS 3/4\ SERRATED FERRULE FOR 520 CPLG""",
112697,R75AAS,"DIXON R75AAS 3/4\ SERRATED FERRULE FOR 520 CPLG""",
112696,R74G-6RG,DIXON R74G-6RG 3/4 REGULATOR 2/GAUGE,
112695,R74G-6R,DIXON R74G-6R 3/4 REGULATOR,
112694,R74G-4RG,DIXON R74G-4RG 1/2 REGULATOR W/GAUGE,
112680,R72M-3RG,"DIXON R72M-3RG 3/8\MANIFOLD REGULATOR WITH GAUGE""",
112679,R72M-3R,"DIXON R72M-3R 3/8\MANIFOLD REGULATOR W/O GAUGE""",
112678,R72M-2RG,"DIXON R72M-2RG 1/4\MANIFOLD REGULATOR WITH GAUGE""",
112677,R72M-2R,"DIXON R72M-2R 1/4\MANIFOLD REGULATOR W/O GAUGE""",
112667,R64P3LJR15,"DIXON R64P3LJR15 4\ SS FLOATING FLANGE ASSEMBLY""",
112665,R64P2LJR15,"DIXON R64P2LJR15 4\ SS FLOATING FLANGE ASSEMBLY""",
112663,R64P1LJR15,"DIXON R64P1LJR15 4\ SS FLOATING FLANGE ASSEMBLY""",
112655,R48P3SOR15,"DIXON R48P3SOR15 3\ WELDED ASSEMBLY""",
112654,R48P3LJR15,DIXON R48P3LJR15 3 WELDED ASSEMBLY,
112653,R48P2SOR15,DIXON R48P2SOR15 3 WELDED ASSEMBLY,
112652,R48P2LJR15,DIXON R48P2LJR15 3 WELDED ASSEMBLY,
112651,R48P1SOR15,DIXON R48P1SOR15 3 WELDED ASSEMBLY,
112650,R48P1LJR15,DIXON R48P1LJR15 3 WELDED ASSEMBLY,
112649,R46-200RG,"DIXON R46-200RG 1/4\MINI REGULATOR W/GAUGE""",
112648,R46-200R,"DIXON R46-200R MINI NON-REPAIRABLE 1/4\ REGULATOR""",
112641,R40-0CRHG,"DIXON R40-0CRHG 2\ HIGHFLOW HEAVY DUTY REG W/GAUGE""",
112640,R40-0CRH,"DIXON R40-0CRH 2\HIGH FLOW HIGH PRESSURE REG""",
112638,R40-0CR,"DIXON R40-0CR 2\ REGULATOR""",
112637,R40-0BRHG,DIXON R40-0BRHG 1 1/2 HIGHFLOW HEAVYDUTY REG W/GAUG,
112636,R40-0BRH,DIXON R40-0BRH 1 1/2 HIGH FLOW HIGH PRESSURE REG,
112634,R40-0BR,DIXON R40-0BR 1 1/2 REGULATOR,
112632,R3CS,"DIXON R3CS 3\ BR FERRULE FOR 520-H SERIES""",
112630,R3BS,"DIXON R3BS 3\ BR FERRULE FOR 520-H SERIES""",
112628,R3AS,"DIXON R3AS 3\ BR FERRULE FOR 520-H SERIES""",
112624,R3AAAS,"DIXON R3AAAS 3\ BR FERRULE FOR 520-H SERIES""",
112622,R32P3LJR15,"DIXON R32P3LJR15 2\ SS FLOATING FLANGE ASSEMBLY""",
112620,R32P2LJR15,"DIXON R32P2LJR15 2\ SS FLOATING FLANGE ASSEMBLY""",
112618,R32P1LJR15,"DIXON R32P1LJR15 2\ SS FLOATING FLANGE ASSEMBLY""",
112617,R30-0ARHG,DIXON R30-0ARHG 1 1/4 HIGHFLOW HEAVYDUTY REG W/,
112616,R30-0ARH,DIXON R30-0ARH 1 1/4 HIGH FLOW HIGH PRESSURE REG,
112613,R30-08RHG,"DIXON R30-08RHG 1\ HIGH FLOW HEAVY DUTY REG W/GAUGE""",
112612,R30-08RH,"DIXON R30-08RH 1\ HIGH FLOW HIGH PRESSURE REG""",
112609,R30-06RHG,DIXON R30-06RHG 3/4 HIGH FLOW HEAVYDUTY REG W/GAUGE,
112608,R30-06RH,DIXON R30-06RH 3/4 HIGH FLOW HIGH PRESSURE REG,
112605,R2FS,"DIXON R2FS 2\ BR FERRULE FOR 520-H SERIES""",
112602,R2DS,"DIXON R2DS 2\ BR FERRULE FOR 520-H SERIES""",
112600,R2CS,"DIXON R2CS 2\ BR FERRULE FOR 520-H SERIES""",
112598,R2BS,"DIXON R2BS 2\ BR FERRULE FOR 520-H SERIES""",
112596,R2AS,"DIXON R2AS 2\ BR FERRULE FOR 520-H SERIES""",
112594,R2AAS,"DIXON R2AAS 2\ BR FERRULE FOR 520-H SERIES""",
112593,R26-04RHG,DIXON R26-04RHG 1/2 STD HEAVY DUTY REG W/ GAUGE,
112592,R26-04RH,DIXON R26-04RH 1/2 STD HIGH PRESSURE REG,
112589,R26-03RHG,DIXON R26-03RHG 3/8 STD HEAVY DUTY REG W/ GAUGE,
112588,R26-03RH,DIXON R26-03RH 3/8 STD HIGH PRESSURE REG,
112585,R26-02RHG,DIXON R26-02RHG 1/4 STD HEAVY DUTY REG W/ GAUGE,
112584,R26-02RH,DIXON R26-02RH 1/4 STD HIGH PRESSURE REG,
112581,R25FS,"DIXON R25FS 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112580,R25ES,"DIXON R25ES 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112578,R25DS,"DIXON R25DS 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112576,R25CS,"DIXON R25CS 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112574,R25BS,"DIXON R25BS 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112572,R25AS,"DIXON R25AS 2 1/2\ BR FERRULE FOR 520-H SERIES""",
112570,R1ES-A,"DIXON R1ES-A 1\ FERRULE FOR 520-H API SERIES""",
112569,R1DS-A,"DIXON R1DS-A 1\ FERRULE FOR 520-H API SERIES""",
112568,R1CS-A,"DIXON R1CS-A 1\ FERRULE FOR 520-H API SERIES""",
112567,R1BS-A,"DIXON R1BS-A 1\ FERRULE FOR 520-H API SERIES""",
112566,R1AS-A,"DIXON R1AS-A 1\ FERRULE FOR 520-H API SERIES""",
112565,R1AAS-A,"DIXON R1AAS-A 1\ FERRULE FOR 520-H API SERIES""",
112564,R1AAAS-A,"DIXON R1AAAS-A 1\ FERRULE FOR 520-H API SERIES""",
112561,R17-B00RG,DIXON R17-B00RG 1 1/2 REGULATOR W/ 0-160 GAUGE,
112559,R17-A00RG,DIXON R17-A00RG 1 1/4 REGULATOR W/0-160 GAUGE,
112557,R17-800RG,"DIXON R17-800RG 1\ REGULATOR WITH GUAGE""",
112555,R17-600RG,"DIXON R17-600RG 3/4 REGULATOR 1\BASIC W/ GAUGE""",
112550,R16P1770,"DIXON R16P1770 1\ SS MALE NPT UNIRANGE W/FERRULE""",
112549,R16P1620,"DIXON R16P1620 1\ SS NPT UNIRANGE W/FERRULE""",
112546,R16-04RH,DIXON R16-04RH 1/2 HIGH PRESSURE COMPACT REG,
112543,R16-03RHG,DIXON R16-03RHG 3/8 HEAVY DUTY COMPACT REG W/GAUGE,
112542,R16-03RH,DIXON R16-03RH 3/8 HIGH PRESSURE COMPACT REG,
112539,R16-02RHG,DIXON R16-02RHG 1/4 HEAVY DUTY COMPACT REG W/GAUGE,
112538,R16-02RH,DIXON R16-02RH 1/4 HIGH PRESSURE COMPACT REG,
112535,R15GS,DIXON R15GS SERRATED FERRULE / 2402951602,
112534,R15FS,DIXON R15FS SERRATED FERRULE / 2402951702,
112533,R15ES-A,"DIXON R15ES-A 1 1/2\ FERRULE FOR 520-H API SERIES""",
112532,R15DS-A,"DIXON R15DS-A 1 1/2\ FERRULE FOR 520-H API SERIES""",
112531,R15CS-A,"DIXON R15CS-A 1 1/2\ FERRULE FOR 520-H API SERIES""",
112530,R15BS-A,"DIXON R15BS-A 1 1/2\ FERRULE FOR 520-H API SERIES""",
112525,R1375DS,"DIXON R1375DS 1 3/8\ FERRULE FOR 520-H SERIES""",
112517,R125ES,DIXON R125ES SERRATED FERRULE / 2402945302,
112516,R125DS-A,"DIXON R125DS-A 1 1/4\ BR FERRULE FOR 520-H API SER""",
112515,R125CS-A,"DIXON R125CS-A 1 1/4\ BR FERRULE FOR 520-H API SER""",
112514,R125BS-A,"DIXON R125BS-A 1 1/4\ BR FERRULE FOR 520-H API SER""",
112513,R125AS-A,"DIXON R125AS-A 1 1/4\ BR FERRULE FOR 520-H API SER""",
112512,R125AAS-A,"DIXON R125AAS-A 1 1/4\ BR FERRULE FOR 520-H API SER""",
112499,R11-061RG,"DIXON R11-061RG 1/2\ GENERAL REGULATOR""",
112493,R11-037RG,"DIXON R11-037RG 3/8\ GENERAL REGULATOR""",
112486,R08-02R,DIXON R08-02R 1/4 MINI REGULATOR,
112482,R07-200RG,DIXON R07-200RG 1/4 MINI REGULATOR W/GAUGE,
112481,R07-200R,DIXON R07-200R 1/4 MINI REGULATOR LESS GUAGE,
112480,R07-100RG,"DIXON R07-100RG 1/8\ MINI REGULATOR WITH GAUGE""",
112479,R07-100R,"DIXON R07-100R 1/8\ MINI REGULATOR""",
112470,R-TN-P,DIXON R-TN-P R-SERIES TRANSMISSION NOZZLE W/PLUG,
112418,QM4WF,DIXON QM4WF DIXLOCK CPLG M X 3/4 HOSE W/FERRULE,
112415,QM44,DIXON QM44 3/4 STEEL DIXLOCK LOCKING SLEEVE,
112409,QM3WF,DIXON QM3WF DIXLOCK CPLG M X 1/2 HOSE W/FERRULE,
112407,QM33,DIXON QM33 1/2 STEEL DIXLOCK LOCKING SLEEVE,
112404,QM23WF,DIXON QM23WF DIXLOCK CPLG FEM X 3/4 HOSE W/FERR,
112402,QM22WF,DIXON QM22WF DIXLOCK 1/2 FEM X HOSE W/FERRULE,
112397,QM105,"DIXON QM105 1/2\ BOWES COUPLER 1\"" NPTF STEEL""",
112395,QM103,DIXON QM103 DIXLOCK CPLG FEM X 3/4 FEM,
112394,QM102,DIXON QM102 DIXLOCK CPLG FEM X 1/2 FEM,
112393,QM101,DIXON QM101 DIXLOCK CPLG FEM X 3/8 FEM,
112351,QB105,"DIXON QB105 1/2\ BOWES COUPLER 1\"" NPTF BRASS""",
112350,QB103,DIXON QB103 BRASS DIXLOCK FEM X 3/4 FEM,
112349,QB102,DIXON QB102 BRASS DIXLOCK FEM X 1/2 FEM,
112348,QB101,DIXON QB101 BRASS DIXLOCK FEM X 3/8 FEM,
112339,PVFPSA200,DIXON PVFPSA200 COMPACT BOLTED POLY BALL VALVE,
112303,PPSO150S,DIXON PPSO150S PLASTIC PISTOL GRIP SHUTOFF NPSH,
112302,PPSO150F,DIXON PPSO150F PLASTIC PISTOL GRIP SHUTOFF NH,
112238,PPD75,DIXON PPD75 3/4 FEMALE COUPLER X FEMALE NPT,
112237,PPD50,DIXON PPD50 3/4 FEMALE COUPLER X 1/2 FEMALE NPT,
112236,PPD400,"DIXON PPD400 4\ FEM COUPLER X FEM NPT""",
112235,PPD300,DIXON PPD300 3 FEMALE COUPLER X FEMALE NPT,
112234,PPD200,DIXON PPD200 2 FEMALE COUPLER X FEMALE NPT,
112233,PPD150,DIXON PPD150 1 1/2 FEMALE COUPLER X FEMALE NPT,
112232,PPD125,DIXON PPD125 1 1/4 FEMALE COUPLER X FEMALE NPT,
112231,PPD100,DIXON PPD100 1 FEMALE COUPLER X FEMALE NPT,
112221,PPC75,DIXON PPC75 3/4 FEMALE COUPLER X HOSE SHANK,
112220,PPC50,DIXON PPC50 3/4 FEMALE COUPLER X 1/2 HOSE SHANK,
112219,PPC400,"DIXON PPC400 4\ FEM COUPLER X HOSE SHANK""",
112218,PPC300,DIXON PPC300 3 FEMALE COUPLER X HOSE SHANK,
112217,PPC200,DIXON PPC200 2 FEMALE COUPLER X HOSE SHANK,
112216,PPC150,DIXON PPC150 1 1/2 FEMALE COUPLER X HOSE SHANK,
112215,PPC125,DIXON PPC125 1 1/4 FEMALE COUPLER X HOSE SHANK,
112214,PPC100,DIXON PPC100 1 FEMALE COUPLER X HOSE SHANK,
112213,PPB75,DIXON PPB75 3/4 FEMALE COUPLER X MALE NPT,
112212,PPB50,DIXON PPB50 3/4 FEMALE COUPLER X 1/2 MALE NPT,
112211,PPB400,"DIXON PPB400 4\ FEMALE COUPLER X MALE NPT""",
112210,PPB300,DIXON PPB300 3 FEMALE COUPLER X MALE NPT,
112209,PPB200,DIXON PPB200 2 FEMALE COUPLER X MALE NPT,
112208,PPB150,DIXON PPB150 1 1/2 FEMALE COUPLER X MALE NPT,
112207,PPB125,DIXON PPB125 1 1/4 FEMALE COUPLER X MALE NPT,
112206,PPB100,DIXON PPB100 1 FEMALE COUPLER X MALE NPT,
112166,PML8FS,DIXON PML8FS 1/2 MPT W/KNURLED FLANGED SLEEVE,
112165,PML8,DIXON PML8 DBL LCK CPLG X 1/2M NPT W/LCK SLVE,
112164,PML6FS,DIXON PML6FS 3/8 MPT W/KNURLED FLANGED SLEEVE,
112163,PML6,DIXON PML6 DBL LCK CPLG X 3/8 M NPT W/LCK SLVE,
112162,PML12SS,DIXON PML12SS 3/4 SS DUAL LOCK LOCKING SLEEVE,
112161,PML12FS,DIXON PML12FS 3/4 MPT W/KNURLED FLANGED SLEEVE,
112160,PML12,DIXON PML12 DBL LCK CPLG X 3/4M NPT W/LCK SLVE,
112156,PM8,DIXON PM8 DBLE LCK CPLG X 1/2 MALE NPT,
112155,PM6,DIXON PM6 DBLE LCK CPLG X 3/8 MALE NPT,
112154,PM16,"DIXON PM16 DBLE LCK CPLG X 1\ MALE NPT""",
112152,PM12,DIXON PM12 DBLE LCK CPLG X 3/4 MALE NPT,
112151,PHLB16,"DIXON PHLB16 DUAL LOCK 1\BRASS LOCKING SL BARB""",
112150,PHLB12,"DIXON PHLB12 DUAL LOCK 3/4\BRASS LOCKING SL BARB""",
112148,PHL8FS,DIXON PHL8FS 1/2 HOSE END W/KNURLED FLANGED SLE,
112147,PHL8,DIXON PHL8 DBL LCK CPLG X 1/2 HOSE W/LCK SLVE,
112146,PHL6FS,DIXON PHL6FS 3/8 HOSE END W/KNURLED FLANGED SLEE,
112145,PHL6,DIXON PHL6 DBLE LCK CPLG X 3/8 HOSE W/LCK SLVE,
112144,PHL16,DIXON PHL16 DBL LCK CPLG X 1 HOSE W/ LCK SLVE,
112142,PHL12SS,DIXON PHL12SS 3/4 SS DUAL LOCK LOCKING SLEEVE,
112141,PHL12FS,DIXON PHL12FS 3/4 HOSE END W/KNURLED FLANGED,
112140,PHL12,DIXON PHL12 DBL LCK CPLG X 3/4 HSE W/ LCK SLV,
112132,PFL8FS,DIXON PFL8FS 1/2 FPT W/KNURLED FLANGED SLEEVE,
112131,PFL8,DIXON PFL8 DBL LCK CPLG X 1/2F NPT W/LCK SLVE,
112130,PFL12SS,DIXON PFL12SS 3/4 SS DUAL LOCK LOCKING SLEEVE,
112129,PFL12FS,DIXON PFL12FS 3/4 FPT W/KNURLED FLANGED SLEEVE,
112128,PFL12,DIXON PFL12 DBL LCK CPLG X 3/4F NPT W/LCK SLVE,
112097,P3-TFG-5,DIXON P3-TFG-5 PLUNGER CAP,
112096,P1A-200M,DIXON P1A-200M 1/4 MINI FRL COMB UNIT MANUAL DRAIN,
112095,P1A-200A,DIXON P1A-200A 1/4 MINI FRL COMB UNIT AUTO DRAIN,
112094,P1A-100M,"DIXON P1A-100M 1/8\ MINI FRL COMBO MANUAL DRN""",
112093,P1A-100A,"DIXON P1A-100A 1/8\ MINI FRL COMBO AUTO DRAIN""",
112061,O249BU,DIXON O249BU BUNA O-RING FOR TANK TRUCK,
112060,O246BU,DIXON O246BU O-RING FOR 4-1460-AL,
112053,NW80,DIXON NW80 8 KING TB WELD ON NIPPLE,
112052,NW60,DIXON NW60 6 KING TB WELD ON NIPPLE,
112051,NW5,DIXON NW5 3/4 KING TB WELD ON NIPPLE,
112050,NW40,DIXON NW40 KING TB WELD ON NIPPLE,
112049,NW35,DIXON NW35 3 KING TB WELD ON NIPPLE,
112048,NW30,DIXON NW30 2 1/2 KING TB WELD ON NIPPLE,
112047,NW25,DIXON NW25 2 KING TB WELD ON NIPPLE,
112046,NW20,DIXON NW20 1 1/2 KING WELD ON NIPPLE,
112045,NW15,DIXON NW15 1 1/4 KING TB WELD ON NIPPLE,
112044,NW120,DIXON NW120 12 KING TB WELD ON NIPPLE,
112043,NW100,DIXON NW100 10 KING TB WELD ON NIPPLE,
112029,N80,DIXON N80 8 KING TURNED BACK NIPPLES,
112028,N60,DIXON N60 6 KING TURNED BACK NIPPLES,
112026,N400NO,"DIXON N400NO 4\ CS NOTCHED TURN BACK NIPPLE""",
112025,N40,DIXON N40 4 KING TURNED BACK NIPPLES,
112024,N35,DIXON N35 3 KING TURNED BACK NIPPLES,
112023,N300NO,"DIXON N300NO 3\ CS NOTCHED TURN BACK NIPPLE""",
112022,N30,DIXON N30 2 1/2 KING TURNED BACK NIPPLES,
112021,N25,DIXON N25 2 KING TURNED BACK NIPPLES,
112020,N200NO,"DIXON N200NO 2\ CS NOTCHED TURN BACK NIPPLE""",
112019,N20,DIXON N20 1 1/2 KING TURNED BACK NIPPLES,
112018,N150NO,"DIXON N150NO 1 1/2\ CS NOTCHED TURN BACK NIPPLE""",
112017,N15,DIXON N15 1 1/4 KING TURNED BACK NIPPLES,
112016,N120,DIXON N120 12 KING TURNED BACK NIPPLES,
112015,N100,DIXON N100 10 KING TURNED BACK NIPPLES,
112014,N10,DIXON N10 1 KING TURNED BACK NIPPLES,
111862,MCS600,"DIXON MCS600 6\ SUCTION MALE STEM""",
111861,MCS400,"DIXON MCS400 4\ SUCTION MALE STEM""",
111860,MCS300,"DIXON MCS300 3\ SUCTION MALE STEM""",
111859,MCS250,DIXON MCS250 2 1/2 SUCTION MALE STEM,
111858,MCS200,"DIXON MCS200 2\ SUCTION MALE STEM""",
111857,MCS150,DIXON MCS150 1 1/2 SUCTION MALE STEM,
111856,MCS125,DIXON MCS125 1 1/4 SUCTION MALE STEM,
111849,MC3138,"DIXON MC3138 8\ AGRILOCK MALE COUPLER X 150#""",
111848,MC3136,"DIXON MC3136 6\ AGRILOCK MALE COUPLER X 150#""",
111847,MC3134,"DIXON MC3134 4\ AGRILOCK MALE COUPLER X 150#""",
111846,MC31312,"DIXON MC31312 12\ MALE COUPLER X 150# ASA FLANGE""",
111831,MB400,DIXON MB400 4 BRASS SUCTION HOSE MALE,
111830,MB300,DIXON MB300 3 BRASS SUCTION HOSE MALE,
111829,MB250,DIXON MB250 2 1/2 BRASS SUCTION HOSE MALE,
111828,MB200,DIXON MB200 2 BRASS SUCTION HOSE MALE,
111827,MB150,DIXON MB150 1 1/2 BRASS SUCTION HOSE MALE,
111818,MA600,DIXON MA600 6 ALUMINUM MALE,
111817,MA400,"DIXON MA400 4\ ALUM MALE""",
111816,MA300,"DIXON MA300 3\ ALUM MALE""",
111814,MA250,DIXON MA250 2 1/2 ALUM MALE,
111813,MA200,"DIXON MA200 2\ ALUM MALE""",
111811,MA150,DIXON MA150 1 1/2 ALUM MALE,
111809,M35-0CAMB,DIXON M35-0CAMB 2 COALESCING FLTR AUTO METAL BOWL,
111808,M35-0BAMB,DIXON M35-0BAMB 1 1/2 COALESCING FLTR AUTO METAL,
111807,M32-0AAMB,DIXON M32-0AAMB 1 1/4 COALESCING FILTER AUTO DRAIN,
111719,L74M-6MBPX,"DIXON L74M-6MBPX 3/4\MICRO FOG LUB W/PYREX DOME""",
111717,L74M-6,DIXON L74M-6 3/4 STD LUBRICATOR,
111716,L74M-4MBPX,"DIXON L74M-4MBPX 1/2\MICRO FOG LUB W/PYREX DOME""",
111714,L74M-4,DIXON L74M-4 1/2 STD LUBRICATOR,
111713,L74M-3MBPX,"DIXON L74M-3MBPX 3/8\MICRO FOG LUB W/PYREX DOME""",
111711,L74M-3,DIXON L74M-3 3/8 STD LUBRICATOR,
111710,L74C-6MB,DIXON L74C-6MB 3/4 STD LUB OIL FOG METAL BOWL,
111709,L74C-6,DIXON L74C-6 3/4 STD LUBRICATOR OIL FOG,
111708,L74C-4MB,DIXON L74C-4MB 1/2 STD LUB OIL FOG METAL BOWL,
111707,L74C-4,DIXON L74C-4 1/2 STD LUBRICATOR OIL FOG,
111706,L74C-3MB,DIXON L74C-3MB 3/8 STD LUB OIL FOG METAL BOWL,
111705,L74C-3,DIXON L74C-3 3/8 STD LUBRICATOR OIL FOG,
111704,L73M-4MBPX,"DIXON L73M-4MBPX 1/2\ MICRO FOG LUB W/PYREX DOME""",
111701,L73M-3MBPX,"DIXON L73M-3MBPX 3/8\ MICRO FOG LUB W/PYREX DOME""",
111698,L73M-2MBPX,"DIXON L73M-2MBPX 1/4\MICRO FOG LUB W/PYREX DOME""",
111695,L73C-4MB,"DIXON L73C-4MB 1/2\ METAL BOWL W/SIGHT GLASS""",
111693,L73C-3MB,"DIXON L73C-3MB 3/8\ METAL BOWL W/SIGHT GLASS""",
111691,L73C-2MB,"DIXON L73C-2MB 1/4\ METAL BOWL W/SIGHT GLASS""",
111687,L72M-3,DIXON L72M-3 3/8 MICRO FOG LUBRICATOR TRANS BOWL,
